,event,sys_clock,logical_clock,code,queue_length,msg,process
0,INTERNAL EVENT,1,1,3,0,,2
1,RECEIVE MESSAGE,2,2,-1,0,1.0,2
2,RECEIVE MESSAGE,3,3,-1,0,2.0,2
3,SENT to 2056,4,4,0,0,,2
4,SENT to 3056,5,5,2,0,,2
5,SENT to 2056,5,5,2,0,,2
6,SENT to 3056,6,6,2,0,,2
7,SENT to 2056,6,6,2,0,,2
8,INTERNAL EVENT,7,7,4,0,,2
9,SENT to 2056,8,8,0,0,,2
10,RECEIVE MESSAGE,9,9,-1,0,8.0,2
11,RECEIVE MESSAGE,10,10,-1,0,9.0,2
12,RECEIVE MESSAGE,11,11,-1,0,10.0,2
13,RECEIVE MESSAGE,12,12,-1,0,11.0,2
14,INTERNAL EVENT,13,13,4,0,,2
15,SENT to 2056,14,14,0,1,,2
16,RECEIVE MESSAGE,15,15,-1,1,14.0,2
17,RECEIVE MESSAGE,16,16,-1,0,14.0,2
18,RECEIVE MESSAGE,17,17,-1,0,16.0,2
19,SENT to 3056,18,18,1,0,,2
20,SENT to 3056,19,19,1,0,,2
21,RECEIVE MESSAGE,20,20,-1,0,19.0,2
22,INTERNAL EVENT,21,21,4,0,,2
23,SENT to 3056,22,22,2,0,,2
24,SENT to 2056,22,22,2,0,,2
25,INTERNAL EVENT,23,23,3,0,,2
26,SENT to 2056,24,24,0,0,,2
27,INTERNAL EVENT,25,25,5,0,,2
28,RECEIVE MESSAGE,26,26,-1,0,25.0,2
29,RECEIVE MESSAGE,27,27,-1,0,26.0,2
30,INTERNAL EVENT,28,28,5,0,,2
31,INTERNAL EVENT,29,29,5,0,,2
32,SENT to 2056,30,30,0,0,,2
33,INTERNAL EVENT,31,31,3,0,,2
34,INTERNAL EVENT,32,32,3,0,,2
35,RECEIVE MESSAGE,33,33,-1,0,32.0,2
36,RECEIVE MESSAGE,34,34,-1,0,33.0,2
37,SENT to 3056,35,35,2,0,,2
38,SENT to 2056,35,35,2,0,,2
39,SENT to 3056,36,36,2,0,,2
40,SENT to 2056,36,36,2,0,,2
41,SENT to 3056,37,37,2,0,,2
42,SENT to 2056,37,37,2,0,,2
43,SENT to 3056,38,38,2,0,,2
44,SENT to 2056,38,38,2,0,,2
45,INTERNAL EVENT,39,39,4,0,,2
46,SENT to 2056,40,40,0,0,,2
47,INTERNAL EVENT,41,41,4,0,,2
48,SENT to 2056,42,42,0,0,,2
49,INTERNAL EVENT,43,43,4,0,,2
50,SENT to 3056,44,44,1,0,,2
51,INTERNAL EVENT,45,45,5,0,,2
52,INTERNAL EVENT,46,46,4,0,,2
53,RECEIVE MESSAGE,47,47,-1,0,46.0,2
54,INTERNAL EVENT,48,48,5,0,,2
55,RECEIVE MESSAGE,49,49,-1,0,48.0,2
56,INTERNAL EVENT,50,50,4,0,,2
57,INTERNAL EVENT,51,51,4,0,,2
58,RECEIVE MESSAGE,52,52,-1,0,51.0,2
59,SENT to 3056,53,53,1,0,,2
60,RECEIVE MESSAGE,54,54,-1,0,53.0,2
61,RECEIVE MESSAGE,55,55,-1,0,54.0,2
62,INTERNAL EVENT,56,56,5,0,,2
63,INTERNAL EVENT,57,57,5,0,,2
64,RECEIVE MESSAGE,58,58,-1,0,57.0,2
65,SENT to 3056,59,59,1,0,,2
66,RECEIVE MESSAGE,60,60,-1,1,59.0,2
67,RECEIVE MESSAGE,61,61,-1,1,59.0,2
68,RECEIVE MESSAGE,62,62,-1,1,60.0,2
69,RECEIVE MESSAGE,63,63,-1,0,61.0,2
70,RECEIVE MESSAGE,64,64,-1,0,63.0,2
71,RECEIVE MESSAGE,65,65,-1,0,64.0,2
