,event,sys_clock,logical_clock,code,queue_length,msg,process
0,SENT to 4056,1,1,2,0,,3
1,SENT to 2056,1,1,2,0,,3
2,SENT to 4056,2,2,2,0,,3
3,SENT to 2056,2,2,2,0,,3
4,SENT to 2056,3,3,0,0,,3
5,SENT to 2056,4,4,0,0,,3
6,INTERNAL EVENT,5,5,4,0,,3
7,RECEIVE MESSAGE,6,6,-1,0,5.0,3
8,RECEIVE MESSAGE,7,7,-1,0,6.0,3
9,SENT to 4056,8,8,1,0,,3
10,SENT to 4056,9,9,2,0,,3
11,SENT to 2056,9,9,2,0,,3
12,SENT to 4056,10,10,2,0,,3
13,SENT to 2056,10,10,2,0,,3
14,SENT to 4056,11,11,2,0,,3
15,SENT to 2056,11,11,2,0,,3
16,SENT to 2056,12,12,0,0,,3
17,INTERNAL EVENT,13,13,4,0,,3
18,SENT to 4056,14,14,1,1,,3
19,RECEIVE MESSAGE,15,15,-1,0,14.0,3
20,SENT to 4056,16,16,1,1,,3
21,RECEIVE MESSAGE,17,17,-1,0,16.0,3
22,INTERNAL EVENT,18,18,4,0,,3
23,RECEIVE MESSAGE,19,19,-1,0,18.0,3
24,RECEIVE MESSAGE,20,20,-1,0,19.0,3
25,INTERNAL EVENT,21,21,3,0,,3
26,INTERNAL EVENT,22,22,4,0,,3
27,RECEIVE MESSAGE,23,23,-1,0,22.0,3
28,INTERNAL EVENT,24,24,5,0,,3
29,SENT to 2056,25,25,2,0,,3
30,SENT to 4056,25,25,2,0,,3
31,SENT to 4056,26,26,1,0,,3
32,SENT to 2056,27,27,0,0,,3
33,SENT to 2056,28,28,0,0,,3
34,INTERNAL EVENT,29,29,5,0,,3
35,SENT to 2056,30,30,0,0,,3
36,INTERNAL EVENT,31,31,3,0,,3
37,SENT to 4056,32,32,1,0,,3
38,SENT to 4056,33,33,1,1,,3
39,RECEIVE MESSAGE,34,34,-1,0,33.0,3
40,INTERNAL EVENT,35,35,4,0,,3
41,RECEIVE MESSAGE,36,36,-1,0,35.0,3
42,RECEIVE MESSAGE,37,37,-1,0,36.0,3
43,RECEIVE MESSAGE,38,38,-1,0,37.0,3
44,RECEIVE MESSAGE,39,39,-1,0,38.0,3
45,SENT to 2056,40,40,0,0,,3
46,SENT to 2056,41,41,0,0,,3
47,INTERNAL EVENT,42,42,4,0,,3
48,INTERNAL EVENT,43,43,4,0,,3
49,SENT to 2056,44,44,0,0,,3
50,RECEIVE MESSAGE,45,45,-1,0,44.0,3
51,INTERNAL EVENT,46,46,4,0,,3
52,RECEIVE MESSAGE,47,47,-1,0,46.0,3
53,RECEIVE MESSAGE,48,48,-1,0,47.0,3
54,INTERNAL EVENT,49,49,4,0,,3
55,INTERNAL EVENT,50,50,3,0,,3
56,SENT to 2056,51,51,2,0,,3
57,SENT to 4056,51,51,2,0,,3
58,RECEIVE MESSAGE,52,52,-1,0,51.0,3
59,SENT to 4056,53,53,1,1,,3
60,RECEIVE MESSAGE,54,54,-1,1,53.0,3
61,RECEIVE MESSAGE,55,55,-1,0,53.0,3
62,INTERNAL EVENT,56,56,3,0,,3
63,SENT to 4056,57,57,1,0,,3
64,INTERNAL EVENT,58,58,5,0,,3
65,SENT to 4056,59,59,1,0,,3
66,RECEIVE MESSAGE,60,60,-1,0,59.0,3
67,RECEIVE MESSAGE,61,61,-1,0,60.0,3
68,RECEIVE MESSAGE,62,62,-1,0,61.0,3
69,INTERNAL EVENT,63,63,4,0,,3
70,RECEIVE MESSAGE,64,64,-1,0,63.0,3
71,RECEIVE MESSAGE,65,65,-1,0,64.0,3
72,SENT to 2056,66,66,0,0,,3
73,RECEIVE MESSAGE,67,67,-1,0,66.0,3
74,SENT to 4056,68,68,2,0,,3
75,SENT to 2056,68,68,2,0,,3
76,SENT to 4056,69,69,2,0,,3
77,SENT to 2056,69,69,2,0,,3
78,SENT to 4056,70,70,2,0,,3
79,SENT to 2056,70,70,2,0,,3
80,SENT to 2056,71,71,0,0,,3
81,INTERNAL EVENT,72,72,3,0,,3
82,SENT to 2056,73,73,2,0,,3
83,SENT to 4056,73,73,2,0,,3
84,INTERNAL EVENT,74,74,4,0,,3
85,SENT to 4056,75,75,1,0,,3
86,SENT to 4056,76,76,1,0,,3
87,RECEIVE MESSAGE,77,77,-1,0,76.0,3
88,RECEIVE MESSAGE,78,78,-1,0,77.0,3
89,INTERNAL EVENT,79,79,3,0,,3
90,RECEIVE MESSAGE,80,80,-1,0,79.0,3
91,RECEIVE MESSAGE,81,81,-1,0,80.0,3
92,RECEIVE MESSAGE,82,82,-1,0,81.0,3
93,INTERNAL EVENT,83,83,4,0,,3
94,INTERNAL EVENT,84,84,5,0,,3
95,INTERNAL EVENT,85,85,5,0,,3
96,RECEIVE MESSAGE,86,86,-1,0,85.0,3
97,RECEIVE MESSAGE,87,87,-1,0,86.0,3
98,INTERNAL EVENT,88,88,4,0,,3
99,RECEIVE MESSAGE,89,89,-1,0,88.0,3
100,RECEIVE MESSAGE,90,90,-1,0,89.0,3
101,SENT to 4056,91,91,2,0,,3
102,SENT to 2056,91,91,2,0,,3
103,INTERNAL EVENT,92,92,3,0,,3
104,SENT to 4056,93,93,2,0,,3
105,SENT to 2056,93,93,2,0,,3
106,RECEIVE MESSAGE,94,94,-1,0,93.0,3
107,INTERNAL EVENT,95,95,5,0,,3
108,RECEIVE MESSAGE,96,96,-1,1,95.0,3
109,RECEIVE MESSAGE,97,97,-1,0,95.0,3
110,RECEIVE MESSAGE,98,98,-1,0,97.0,3
111,RECEIVE MESSAGE,99,99,-1,0,98.0,3
112,SENT to 4056,100,100,2,0,,3
113,SENT to 2056,100,100,2,0,,3
114,INTERNAL EVENT,101,101,3,0,,3
115,SENT to 2056,102,102,0,0,,3
116,INTERNAL EVENT,103,103,3,0,,3
117,INTERNAL EVENT,104,104,4,0,,3
118,SENT to 4056,105,105,2,0,,3
119,SENT to 2056,105,105,2,0,,3
120,INTERNAL EVENT,106,106,5,0,,3
121,SENT to 4056,107,107,1,0,,3
122,INTERNAL EVENT,108,108,3,0,,3
123,RECEIVE MESSAGE,109,109,-1,0,108.0,3
124,INTERNAL EVENT,110,110,4,0,,3
125,SENT to 4056,111,111,1,0,,3
126,RECEIVE MESSAGE,112,112,-1,0,111.0,3
127,SENT to 4056,113,113,1,0,,3
