,event,sys_clock,logical_clock,code,queue_length,msg,process
0,INTERNAL EVENT,1,1,3,0,,2
1,RECEIVE MESSAGE,2,2,-1,0,1.0,2
2,RECEIVE MESSAGE,3,3,-1,0,2.0,2
3,SENT to 3056,4,4,2,0,,2
4,SENT to 4056,4,4,2,0,,2
5,RECEIVE MESSAGE,5,5,-1,0,4.0,2
6,SENT to 4056,6,6,1,0,,2
7,INTERNAL EVENT,7,7,3,0,,2
8,INTERNAL EVENT,8,8,4,0,,2
9,SENT to 3056,9,9,0,0,,2
10,INTERNAL EVENT,10,10,3,0,,2
11,INTERNAL EVENT,11,11,3,0,,2
12,INTERNAL EVENT,12,12,5,0,,2
13,INTERNAL EVENT,13,13,4,0,,2
14,RECEIVE MESSAGE,14,14,-1,0,13.0,2
15,SENT to 4056,15,15,1,0,,2
16,INTERNAL EVENT,16,16,5,0,,2
17,SENT to 3056,17,17,2,0,,2
18,SENT to 4056,17,17,2,0,,2
19,SENT to 3056,18,18,2,0,,2
20,SENT to 4056,18,18,2,0,,2
21,INTERNAL EVENT,19,19,3,0,,2
22,INTERNAL EVENT,20,20,5,0,,2
23,RECEIVE MESSAGE,21,21,-1,0,20.0,2
24,INTERNAL EVENT,22,22,3,0,,2
25,RECEIVE MESSAGE,23,23,-1,1,22.0,2
26,RECEIVE MESSAGE,24,24,-1,1,22.0,2
27,RECEIVE MESSAGE,25,25,-1,0,23.0,2
28,RECEIVE MESSAGE,26,26,-1,0,25.0,2
29,RECEIVE MESSAGE,27,27,-1,0,26.0,2
30,SENT to 3056,28,28,2,0,,2
31,SENT to 4056,28,28,2,0,,2
32,SENT to 3056,29,29,0,0,,2
33,SENT to 3056,30,30,0,0,,2
34,INTERNAL EVENT,31,31,5,0,,2
35,RECEIVE MESSAGE,32,32,-1,0,31.0,2
36,INTERNAL EVENT,33,33,4,0,,2
37,SENT to 4056,34,34,2,0,,2
38,SENT to 3056,34,34,2,0,,2
39,SENT to 3056,35,35,0,0,,2
40,INTERNAL EVENT,36,36,3,0,,2
41,RECEIVE MESSAGE,37,37,-1,0,36.0,2
42,INTERNAL EVENT,38,38,5,0,,2
43,RECEIVE MESSAGE,39,39,-1,0,38.0,2
44,RECEIVE MESSAGE,40,40,-1,0,39.0,2
45,SENT to 3056,41,41,0,0,,2
46,INTERNAL EVENT,42,42,4,0,,2
47,INTERNAL EVENT,43,43,5,0,,2
48,SENT to 4056,44,44,1,0,,2
49,SENT to 4056,45,45,1,0,,2
50,SENT to 4056,46,46,1,0,,2
51,INTERNAL EVENT,47,47,4,0,,2
52,SENT to 4056,48,48,1,0,,2
53,RECEIVE MESSAGE,49,49,-1,0,48.0,2
54,SENT to 4056,50,50,1,0,,2
55,SENT to 3056,51,51,0,0,,2
56,SENT to 4056,52,52,2,0,,2
57,SENT to 3056,52,52,2,0,,2
58,SENT to 4056,53,53,2,0,,2
59,SENT to 3056,53,53,2,0,,2
60,SENT to 3056,54,54,0,0,,2
61,INTERNAL EVENT,55,55,5,0,,2
62,SENT to 3056,56,56,0,1,,2
63,RECEIVE MESSAGE,57,57,-1,0,56.0,2
64,RECEIVE MESSAGE,58,58,-1,0,57.0,2
65,INTERNAL EVENT,59,59,3,0,,2
66,SENT to 4056,60,60,2,0,,2
67,SENT to 3056,60,60,2,1,,2
68,RECEIVE MESSAGE,61,61,-1,0,60.0,2
69,INTERNAL EVENT,62,62,5,0,,2
70,SENT to 4056,63,63,2,0,,2
71,SENT to 3056,63,63,2,0,,2
72,INTERNAL EVENT,64,64,5,0,,2
73,INTERNAL EVENT,65,65,5,0,,2
74,SENT to 3056,66,66,0,0,,2
