,event,sys_clock,logical_clock,code,queue_length,msg,process
0,INTERNAL EVENT,1,1,5,0,,2
1,SENT to 3056,2,2,0,0,,2
2,INTERNAL EVENT,3,3,7,0,,2
3,INTERNAL EVENT,4,4,8,0,,2
4,INTERNAL EVENT,5,5,9,0,,2
5,INTERNAL EVENT,6,6,7,0,,2
6,RECEIVE MESSAGE,7,7,-1,0,4.0,2
7,INTERNAL EVENT,8,8,7,0,,2
8,INTERNAL EVENT,9,9,4,0,,2
9,INTERNAL EVENT,10,10,6,0,,2
10,RECEIVE MESSAGE,11,11,-1,0,2.0,2
11,INTERNAL EVENT,12,12,5,0,,2
12,INTERNAL EVENT,13,13,5,0,,2
13,INTERNAL EVENT,14,14,6,0,,2
14,SENT to 3056,15,15,2,1,,2
15,SENT to 4056,15,15,2,1,,2
16,RECEIVE MESSAGE,16,16,-1,0,9.0,2
17,INTERNAL EVENT,17,17,7,0,,2
18,INTERNAL EVENT,18,18,6,0,,2
19,INTERNAL EVENT,19,19,3,0,,2
20,SENT to 3056,20,20,0,0,,2
21,INTERNAL EVENT,21,21,7,0,,2
22,INTERNAL EVENT,22,22,5,0,,2
23,INTERNAL EVENT,23,23,3,0,,2
24,INTERNAL EVENT,24,24,8,0,,2
25,INTERNAL EVENT,25,25,4,0,,2
26,RECEIVE MESSAGE,26,26,-1,0,22.0,2
27,INTERNAL EVENT,27,27,7,0,,2
28,SENT to 4056,28,28,1,0,,2
29,RECEIVE MESSAGE,29,29,-1,0,24.0,2
30,INTERNAL EVENT,30,30,4,0,,2
31,INTERNAL EVENT,31,31,9,0,,2
32,SENT to 4056,32,32,1,0,,2
33,SENT to 3056,33,33,0,0,,2
34,RECEIVE MESSAGE,34,34,-1,0,27.0,2
35,SENT to 4056,35,35,1,0,,2
36,INTERNAL EVENT,36,36,3,0,,2
37,INTERNAL EVENT,37,37,3,0,,2
38,INTERNAL EVENT,38,38,5,0,,2
39,SENT to 4056,39,39,1,0,,2
40,SENT to 4056,40,40,2,0,,2
41,SENT to 3056,40,40,2,0,,2
42,SENT to 4056,41,41,2,0,,2
43,SENT to 3056,41,41,2,0,,2
44,SENT to 4056,42,42,2,0,,2
45,SENT to 3056,42,42,2,0,,2
46,SENT to 4056,43,43,1,0,,2
47,SENT to 3056,44,44,0,0,,2
48,INTERNAL EVENT,45,45,8,0,,2
49,INTERNAL EVENT,46,46,5,0,,2
50,SENT to 4056,47,47,2,0,,2
51,SENT to 3056,47,47,2,0,,2
52,INTERNAL EVENT,48,48,9,0,,2
53,INTERNAL EVENT,49,49,9,0,,2
54,SENT to 3056,50,50,2,0,,2
55,SENT to 4056,50,50,2,0,,2
56,INTERNAL EVENT,51,51,7,0,,2
57,INTERNAL EVENT,52,52,3,0,,2
58,SENT to 3056,53,53,0,1,,2
59,RECEIVE MESSAGE,54,54,-1,0,51.0,2
60,INTERNAL EVENT,55,55,8,0,,2
61,INTERNAL EVENT,56,56,6,0,,2
62,INTERNAL EVENT,57,57,8,0,,2
63,INTERNAL EVENT,58,58,9,0,,2
64,SENT to 4056,59,59,1,0,,2
65,INTERNAL EVENT,60,60,9,0,,2
66,SENT to 4056,61,61,1,0,,2
67,INTERNAL EVENT,62,62,8,0,,2
68,INTERNAL EVENT,63,63,8,0,,2
69,SENT to 4056,64,64,1,0,,2
70,INTERNAL EVENT,65,65,8,0,,2
71,RECEIVE MESSAGE,66,66,-1,0,59.0,2
72,INTERNAL EVENT,67,67,8,0,,2
73,SENT to 3056,68,68,0,0,,2
74,SENT to 4056,69,69,2,0,,2
75,SENT to 3056,69,69,2,0,,2
76,INTERNAL EVENT,70,70,7,0,,2
77,INTERNAL EVENT,71,71,6,0,,2
78,INTERNAL EVENT,72,72,8,0,,2
79,INTERNAL EVENT,73,73,8,0,,2
80,SENT to 4056,74,74,2,0,,2
81,SENT to 3056,74,74,2,0,,2
82,INTERNAL EVENT,75,75,4,0,,2
83,INTERNAL EVENT,76,76,3,0,,2
84,INTERNAL EVENT,77,77,4,0,,2
85,INTERNAL EVENT,78,78,8,0,,2
86,RECEIVE MESSAGE,79,79,-1,0,75.0,2
87,INTERNAL EVENT,80,80,9,0,,2
88,RECEIVE MESSAGE,81,81,-1,0,76.0,2
89,RECEIVE MESSAGE,82,82,-1,0,77.0,2
90,INTERNAL EVENT,83,83,4,0,,2
91,RECEIVE MESSAGE,84,84,-1,0,78.0,2
92,INTERNAL EVENT,85,85,6,0,,2
93,INTERNAL EVENT,86,86,7,0,,2
94,INTERNAL EVENT,87,87,4,0,,2
95,INTERNAL EVENT,88,88,4,0,,2
96,INTERNAL EVENT,89,89,7,0,,2
97,INTERNAL EVENT,90,90,9,0,,2
98,RECEIVE MESSAGE,91,91,-1,0,82.0,2
99,INTERNAL EVENT,92,92,8,0,,2
100,INTERNAL EVENT,93,93,4,0,,2
101,INTERNAL EVENT,94,94,8,0,,2
102,INTERNAL EVENT,95,95,5,0,,2
103,INTERNAL EVENT,96,96,9,0,,2
104,INTERNAL EVENT,97,97,3,0,,2
105,INTERNAL EVENT,98,98,6,0,,2
106,INTERNAL EVENT,99,99,5,0,,2
107,SENT to 3056,100,100,0,0,,2
108,RECEIVE MESSAGE,101,101,-1,0,88.0,2
109,INTERNAL EVENT,102,102,8,0,,2
110,INTERNAL EVENT,103,103,5,0,,2
111,INTERNAL EVENT,104,104,7,0,,2
112,INTERNAL EVENT,105,105,6,0,,2
