,event,sys_clock,logical_clock,code,queue_length,msg,process
0,SENT to 3056,1,1,0,0,,2
1,RECEIVE MESSAGE,2,2,-1,0,1.0,2
2,SENT to 3056,3,3,2,0,,2
3,SENT to 4056,3,3,2,0,,2
4,RECEIVE MESSAGE,4,4,-1,0,3.0,2
5,SENT to 3056,5,5,0,0,,2
6,RECEIVE MESSAGE,6,6,-1,1,5.0,2
7,RECEIVE MESSAGE,7,7,-1,0,5.0,2
8,INTERNAL EVENT,8,8,3,0,,2
9,RECEIVE MESSAGE,9,9,-1,0,8.0,2
10,SENT to 4056,10,10,1,1,,2
11,RECEIVE MESSAGE,11,11,-1,1,10.0,2
12,RECEIVE MESSAGE,12,12,-1,0,10.0,2
13,RECEIVE MESSAGE,13,13,-1,0,12.0,2
14,RECEIVE MESSAGE,14,14,-1,1,13.0,2
15,RECEIVE MESSAGE,15,15,-1,0,13.0,2
16,SENT to 4056,16,16,1,1,,2
17,RECEIVE MESSAGE,17,17,-1,0,16.0,2
18,RECEIVE MESSAGE,18,18,-1,0,17.0,2
19,SENT to 4056,19,19,1,0,,2
20,SENT to 3056,20,20,2,0,,2
21,SENT to 4056,20,20,2,0,,2
22,INTERNAL EVENT,21,21,3,0,,2
23,SENT to 3056,22,22,2,0,,2
24,SENT to 4056,22,22,2,0,,2
25,SENT to 4056,23,23,1,0,,2
26,SENT to 4056,24,24,1,0,,2
27,RECEIVE MESSAGE,25,25,-1,0,24.0,2
28,RECEIVE MESSAGE,26,26,-1,0,25.0,2
29,RECEIVE MESSAGE,27,27,-1,0,26.0,2
30,RECEIVE MESSAGE,28,28,-1,1,27.0,2
31,RECEIVE MESSAGE,29,29,-1,0,27.0,2
32,INTERNAL EVENT,30,30,3,0,,2
33,RECEIVE MESSAGE,31,31,-1,0,30.0,2
34,RECEIVE MESSAGE,32,32,-1,1,31.0,2
35,RECEIVE MESSAGE,33,33,-1,0,31.0,2
36,RECEIVE MESSAGE,34,34,-1,0,33.0,2
37,RECEIVE MESSAGE,35,35,-1,0,34.0,2
38,RECEIVE MESSAGE,36,36,-1,1,35.0,2
39,RECEIVE MESSAGE,37,37,-1,1,35.0,2
40,RECEIVE MESSAGE,38,38,-1,1,36.0,2
41,RECEIVE MESSAGE,39,39,-1,0,37.0,2
42,INTERNAL EVENT,40,40,3,0,,2
43,SENT to 3056,41,41,0,0,,2
44,RECEIVE MESSAGE,42,42,-1,0,41.0,2
45,SENT to 4056,43,43,1,0,,2
46,RECEIVE MESSAGE,44,44,-1,1,43.0,2
47,RECEIVE MESSAGE,45,45,-1,0,43.0,2
48,RECEIVE MESSAGE,46,46,-1,0,45.0,2
49,RECEIVE MESSAGE,47,47,-1,0,46.0,2
50,RECEIVE MESSAGE,48,48,-1,0,47.0,2
51,RECEIVE MESSAGE,49,49,-1,1,48.0,2
52,RECEIVE MESSAGE,50,50,-1,0,48.0,2
53,SENT to 4056,51,51,2,0,,2
54,SENT to 3056,51,51,2,0,,2
55,RECEIVE MESSAGE,52,52,-1,0,51.0,2
56,SENT to 3056,53,53,0,0,,2
57,RECEIVE MESSAGE,54,54,-1,1,53.0,2
58,RECEIVE MESSAGE,55,55,-1,0,53.0,2
59,SENT to 4056,56,56,1,0,,2
60,INTERNAL EVENT,57,57,3,0,,2
61,INTERNAL EVENT,58,58,3,0,,2
62,RECEIVE MESSAGE,59,59,-1,0,58.0,2
63,RECEIVE MESSAGE,60,60,-1,0,59.0,2
64,RECEIVE MESSAGE,61,61,-1,0,60.0,2
65,SENT to 3056,62,62,0,0,,2
