,event,sys_clock,logical_clock,code,queue_length,msg,process
0,INTERNAL EVENT,1,1,6,0,,3
1,RECEIVE MESSAGE,2,2,-1,0,1.0,3
2,SENT to 4056,3,3,2,0,,3
3,SENT to 2056,3,3,2,0,,3
4,INTERNAL EVENT,4,4,7,0,,3
5,SENT to 4056,5,5,2,0,,3
6,SENT to 2056,5,5,2,0,,3
7,INTERNAL EVENT,6,6,6,0,,3
8,INTERNAL EVENT,7,7,3,0,,3
9,RECEIVE MESSAGE,8,8,-1,0,7.0,3
10,SENT to 4056,9,9,2,0,,3
11,SENT to 2056,9,9,2,0,,3
12,SENT to 4056,10,10,2,0,,3
13,SENT to 2056,10,10,2,0,,3
14,INTERNAL EVENT,11,11,4,0,,3
15,INTERNAL EVENT,12,12,6,0,,3
16,INTERNAL EVENT,13,13,5,0,,3
17,INTERNAL EVENT,14,14,7,0,,3
18,INTERNAL EVENT,15,15,6,0,,3
19,RECEIVE MESSAGE,16,16,-1,0,15.0,3
20,INTERNAL EVENT,17,17,5,0,,3
21,INTERNAL EVENT,18,18,5,0,,3
22,INTERNAL EVENT,19,19,7,0,,3
23,SENT to 2056,20,20,0,0,,3
24,SENT to 4056,21,21,1,0,,3
25,INTERNAL EVENT,22,22,3,0,,3
26,INTERNAL EVENT,23,23,3,0,,3
27,RECEIVE MESSAGE,24,24,-1,1,23.0,3
28,RECEIVE MESSAGE,25,25,-1,0,23.0,3
29,INTERNAL EVENT,26,26,6,0,,3
30,INTERNAL EVENT,27,27,3,0,,3
31,SENT to 4056,28,28,1,0,,3
32,INTERNAL EVENT,29,29,3,0,,3
33,SENT to 2056,30,30,2,1,,3
34,SENT to 4056,30,30,2,1,,3
35,RECEIVE MESSAGE,31,31,-1,0,30.0,3
36,SENT to 2056,32,32,0,0,,3
37,INTERNAL EVENT,33,33,6,0,,3
38,SENT to 2056,34,34,2,0,,3
39,SENT to 4056,34,34,2,0,,3
40,RECEIVE MESSAGE,35,35,-1,0,34.0,3
41,INTERNAL EVENT,36,36,3,0,,3
42,SENT to 2056,37,37,0,0,,3
43,INTERNAL EVENT,38,38,5,0,,3
44,INTERNAL EVENT,39,39,7,0,,3
45,RECEIVE MESSAGE,40,40,-1,0,39.0,3
46,RECEIVE MESSAGE,41,41,-1,0,40.0,3
47,INTERNAL EVENT,42,42,6,0,,3
48,SENT to 4056,43,43,1,0,,3
49,SENT to 2056,44,44,2,0,,3
50,SENT to 4056,44,44,2,0,,3
51,INTERNAL EVENT,45,45,5,0,,3
52,SENT to 2056,46,46,0,0,,3
53,INTERNAL EVENT,47,47,6,0,,3
54,SENT to 2056,48,48,0,0,,3
55,SENT to 2056,49,49,0,0,,3
56,INTERNAL EVENT,50,50,4,0,,3
57,INTERNAL EVENT,51,51,6,0,,3
58,INTERNAL EVENT,52,52,4,0,,3
59,INTERNAL EVENT,53,53,7,0,,3
60,INTERNAL EVENT,54,54,7,0,,3
61,RECEIVE MESSAGE,55,55,-1,0,54.0,3
62,SENT to 2056,56,56,0,0,,3
63,RECEIVE MESSAGE,57,57,-1,0,56.0,3
64,INTERNAL EVENT,58,58,5,0,,3
65,INTERNAL EVENT,59,59,6,0,,3
66,RECEIVE MESSAGE,60,60,-1,0,59.0,3
67,INTERNAL EVENT,61,61,7,0,,3
68,SENT to 2056,62,62,2,0,,3
69,SENT to 4056,62,62,2,0,,3
70,INTERNAL EVENT,63,63,6,0,,3
71,SENT to 2056,64,64,2,0,,3
72,SENT to 4056,64,64,2,0,,3
73,RECEIVE MESSAGE,65,65,-1,0,64.0,3
74,SENT to 2056,66,66,2,0,,3
75,SENT to 4056,66,66,2,0,,3
76,INTERNAL EVENT,67,67,4,0,,3
77,INTERNAL EVENT,68,68,6,0,,3
78,RECEIVE MESSAGE,69,69,-1,0,68.0,3
79,RECEIVE MESSAGE,70,70,-1,0,69.0,3
80,RECEIVE MESSAGE,71,71,-1,0,70.0,3
81,INTERNAL EVENT,72,72,4,0,,3
82,SENT to 2056,73,73,0,0,,3
83,INTERNAL EVENT,74,74,7,0,,3
84,SENT to 4056,75,75,1,0,,3
85,SENT to 4056,76,76,1,0,,3
86,INTERNAL EVENT,77,77,3,0,,3
87,INTERNAL EVENT,78,78,4,0,,3
88,RECEIVE MESSAGE,79,79,-1,0,78.0,3
89,RECEIVE MESSAGE,80,80,-1,0,79.0,3
90,RECEIVE MESSAGE,81,81,-1,0,80.0,3
91,SENT to 4056,82,82,1,0,,3
92,INTERNAL EVENT,83,83,7,0,,3
93,INTERNAL EVENT,84,84,7,0,,3
94,SENT to 4056,85,85,1,0,,3
95,SENT to 4056,86,86,1,0,,3
96,INTERNAL EVENT,87,87,5,0,,3
97,INTERNAL EVENT,88,88,3,0,,3
98,SENT to 4056,89,89,1,0,,3
99,SENT to 2056,90,90,0,0,,3
100,SENT to 2056,91,91,0,0,,3
101,SENT to 4056,92,92,1,0,,3
102,RECEIVE MESSAGE,93,93,-1,0,92.0,3
103,SENT to 4056,94,94,2,0,,3
104,SENT to 2056,94,94,2,0,,3
105,INTERNAL EVENT,95,95,4,0,,3
106,INTERNAL EVENT,96,96,5,0,,3
107,RECEIVE MESSAGE,97,97,-1,0,96.0,3
108,INTERNAL EVENT,98,98,7,0,,3
109,RECEIVE MESSAGE,99,99,-1,0,98.0,3
110,INTERNAL EVENT,100,100,3,0,,3
111,SENT to 4056,101,101,1,0,,3
112,INTERNAL EVENT,102,102,4,0,,3
113,SENT to 2056,103,103,0,0,,3
114,INTERNAL EVENT,104,104,6,0,,3
115,SENT to 4056,105,105,2,0,,3
116,SENT to 2056,105,105,2,0,,3
117,INTERNAL EVENT,106,106,6,0,,3
118,INTERNAL EVENT,107,107,5,0,,3
119,INTERNAL EVENT,108,108,7,0,,3
120,SENT to 4056,109,109,2,0,,3
121,SENT to 2056,109,109,2,0,,3
122,RECEIVE MESSAGE,110,110,-1,0,109.0,3
123,SENT to 4056,111,111,2,0,,3
124,SENT to 2056,111,111,2,0,,3
125,RECEIVE MESSAGE,112,112,-1,0,111.0,3
126,INTERNAL EVENT,113,113,4,0,,3
127,INTERNAL EVENT,114,114,7,0,,3
128,INTERNAL EVENT,115,115,4,0,,3
129,INTERNAL EVENT,116,116,5,0,,3
130,INTERNAL EVENT,117,117,7,0,,3
